"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Ballaigues VD","55,7 Prozent der Stimmbürgerinnen und Stimmbürger von Ballaigues sagen Nein zur Umweltverantwortungsinitiative. Ballaigues hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Ballaigues (VD)","Les habitants de Ballaigues s'opposent à l'initiative sur la responsabilité environnementale avec 55,7 pour cent de non. Ballaigues a rejeté l'initiative, tout comme son canton.","Ballaigues (VD)","Gli abitanti di Ballaigues hanno respinto l'iniziativa per la resposanbilità ambientale con il 55,7 per cento di ""no"". Ballaigues ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Baulmes VD","Nein zur Umweltverantwortungsinitiative in Baulmes: Mit 1'656 Nein- zu 863 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 65,7 Prozent. Baulmes hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Baulmes (VD)","L'initiative sur la responsabilité environnementale échoue à Baulmes avec 65,7 pour cent des suffrages. Baulmes a rejeté l'initiative, tout comme son canton.","Baulmes (VD)","Gli elettori di Baulmes si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 65,7 per cento di voti contrari. Baulmes ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Bavois VD","Ja zur Umweltverantwortungsinitiative in Bavois: Mit 91,8 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Bavois hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Bavois (VD)","Les habitants de Bavois approuvent l'initiative sur la responsabilité environnementale avec 91,8 pour cent des voix. Bavois a approuvé l'initiative, contrairement à son canton.","Bavois (VD)","Gli abitanti di Bavois hanno accolto l'iniziativa per la resposanbilità ambientale con il 91,8 per cento di ""sì"". Bavois ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Bofflens VD","Keine Mehrheit für die Umweltverantwortungsinitiative in Bofflens: Mit 9'964 Nein-Stimmen zu 6'287 Ja-Stimmen oder 61,3 Prozent hat die Gemeinde das Volksbegehren verworfen. Bofflens hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Bofflens (VD)","C'est non à 61,3 pour cent à l'initiative sur la responsabilité environnementale à Bofflens. Bofflens a rejeté l'initiative, tout comme son canton.","Bofflens (VD)","Il 61,3 per cento degli elettori di Bofflens ha respinto l'iniziativa per la resposanbilità ambientale. Bofflens ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Bretonnières VD","In Bretonnières hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 82,4 Prozent verworfen. Bretonnières hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Bretonnières (VD)","À Bretonnières, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 82,4 pour cent des voix. Bretonnières a rejeté l'initiative, tout comme son canton.","Bretonnières (VD)","A Bretonnières gli abitanti si sono opposti al potenziamento delle strade nazionali con il 82,4 per cento di voti a sfavore. Bretonnières ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Chavornay VD","Keine Mehrheit für die Umweltverantwortungsinitiative in Chavornay: Mit 9'241 Nein-Stimmen zu 2'793 Ja-Stimmen oder 76,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Chavornay hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Chavornay (VD)","C'est non à 76,8 pour cent à l'initiative sur la responsabilité environnementale à Chavornay. Chavornay a rejeté l'initiative, tout comme son canton.","Chavornay (VD)","Il 76,8 per cento degli elettori di Chavornay ha respinto l'iniziativa per la resposanbilità ambientale. Chavornay ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Les Clées VD","In Les Clées hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 95,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Les Clées hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Les Clées (VD)","Les habitants des Clées rejettent l'initiative sur la responsabilité environnementale avec 95,1 pour cent de non. Les Clées a rejeté l'initiative, tout comme son canton.","Les Clées (VD)","I cittadini di Les Clées hanno respinto l'iniziativa per la resposanbilità ambientale con il 95,1 per cento di voti contrari. Les Clées ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Croy VD","Die Stimmbevölkerung von Croy hat die Umweltverantwortungsinitiative mit 61,4 Prozent angenommen. Croy hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Croy (VD)","À Croy, les habitants disent oui à 61,4 pour cent à l'initiative sur la responsabilité environnementale. Croy a approuvé l'initiative, contrairement à son canton.","Croy (VD)","Nel comune di Croy, i cittadini hanno accolto l'iniziativa per la resposanbilità ambientale con il 61,4 per cento di voti favorevoli. Croy ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Juriens VD","Die Stimmbevölkerung von Juriens hat die Umweltverantwortungsinitiative mit 60,1 Prozent angenommen. Juriens hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Juriens (VD)","À Juriens, les habitants disent oui à 60,1 pour cent à l'initiative sur la responsabilité environnementale. Juriens a approuvé l'initiative, contrairement à son canton.","Juriens (VD)","Nel comune di Juriens, i cittadini hanno accolto l'iniziativa per la resposanbilità ambientale con il 60,1 per cento di voti favorevoli. Juriens ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Lignerolle VD","In Lignerolle hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 71,4 Prozent verworfen. Lignerolle hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Lignerolle (VD)","À Lignerolle, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 71,4 pour cent des voix. Lignerolle a rejeté l'initiative, tout comme son canton.","Lignerolle (VD)","A Lignerolle gli abitanti si sono opposti al potenziamento delle strade nazionali con il 71,4 per cento di voti a sfavore. Lignerolle ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Montcherand VD","Montcherand hat die Umweltverantwortungsinitiative mit 86,9 Prozent abgelehnt. Montcherand hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Montcherand (VD)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Montcherand avec 86,9 pour cent de non. Montcherand a rejeté l'initiative, tout comme son canton.","Montcherand (VD)","L'iniziativa per la resposanbilità ambientale è stata respinta a Montcherand, dove ha riscosso il 86,9 per cento di ""no"". Montcherand ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Orbe VD","Nein zur Umweltverantwortungsinitiative in Orbe: Mit 9'934 Nein- zu 6'243 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 61,4 Prozent. Orbe hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Orbe (VD)","L'initiative sur la responsabilité environnementale échoue à Orbe avec 61,4 pour cent des suffrages. Orbe a rejeté l'initiative, tout comme son canton.","Orbe (VD)","Gli elettori di Orbe si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 61,4 per cento di voti contrari. Orbe ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"La Praz VD","57,5 Prozent der Stimmbürgerinnen und Stimmbürger von La Praz sagen Nein zur Umweltverantwortungsinitiative. La Praz hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","La Praz (VD)","Les habitants de La Praz s'opposent à l'initiative sur la responsabilité environnementale avec 57,5 pour cent de non. La Praz a rejeté l'initiative, tout comme son canton.","La Praz (VD)","Gli abitanti di La Praz hanno respinto l'iniziativa per la resposanbilità ambientale con il 57,5 per cento di ""no"". La Praz ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Premier VD","Ja zur Umweltverantwortungsinitiative in Premier: Mit 50,4 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Premier hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Premier (VD)","Les habitants de Premier approuvent l'initiative sur la responsabilité environnementale avec 50,4 pour cent des voix. Premier a approuvé l'initiative, contrairement à son canton.","Premier (VD)","Gli abitanti di Premier hanno accolto l'iniziativa per la resposanbilità ambientale con il 50,4 per cento di ""sì"". Premier ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Rances VD","Ja zur Umweltverantwortungsinitiative in Rances: Mit 53 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Rances hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Rances (VD)","Les habitants de Rances approuvent l'initiative sur la responsabilité environnementale avec 53 pour cent des voix. Rances a approuvé l'initiative, contrairement à son canton.","Rances (VD)","Gli abitanti di Rances hanno accolto l'iniziativa per la resposanbilità ambientale con il 53 per cento di ""sì"". Rances ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Romainmôtier-Envy VD","Romainmôtier-Envy hat die Umweltverantwortungsinitiative mit 51,3 Prozent abgelehnt. Romainmôtier-Envy hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Romainmôtier-Envy (VD)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Romainmôtier-Envy avec 51,3 pour cent de non. Romainmôtier-Envy a rejeté l'initiative, tout comme son canton.","Romainmôtier-Envy (VD)","L'iniziativa per la resposanbilità ambientale è stata respinta a Romainmôtier-Envy, dove ha riscosso il 51,3 per cento di ""no"". Romainmôtier-Envy ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Sergey VD","55,4 Prozent der Abstimmenden in der Gemeinde Sergey haben Ja gesagt zur Umweltverantwortungsinitiative. Sergey hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Sergey (VD)","C'est oui à 55,4 pour cent à l'initiative sur la responsabilité environnementale à Sergey. Sergey a approuvé l'initiative, contrairement à son canton.","Sergey (VD)","Il 55,4 per cento degli elettori di Sergey ha accolto l'iniziativa per la resposanbilità ambientale. Sergey ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Valeyres-sous-Rances VD","Keine Mehrheit für die Umweltverantwortungsinitiative in Valeyres-sous-Rances: Mit 9'766 Nein-Stimmen zu 6'455 Ja-Stimmen oder 60,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Valeyres-sous-Rances hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Valeyres-sous-Rances (VD)","C'est non à 60,2 pour cent à l'initiative sur la responsabilité environnementale à Valeyres-sous-Rances. Valeyres-sous-Rances a rejeté l'initiative, tout comme son canton.","Valeyres-sous-Rances (VD)","Il 60,2 per cento degli elettori di Valeyres-sous-Rances ha respinto l'iniziativa per la resposanbilità ambientale. Valeyres-sous-Rances ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Vallorbe VD","Ja zur Umweltverantwortungsinitiative in Vallorbe. Die Gemeinde hat das Volksbegehren mit 58,2 Prozent der Stimmen angenommen. Vallorbe hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Vallorbe (VD)","L'initiative sur la responsabilité environnementale passe la rampe à Vallorbe avec 58,2 pour cent de oui. Vallorbe a approuvé l'initiative, contrairement à son canton.","Vallorbe (VD)","L'iniziativa per la resposanbilità ambientale è stata accolta a Vallorbe, dove ha riscosso il 58,2 per cento di voti a favore. Vallorbe ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Vaulion VD","Vaulion hat die Umweltverantwortungsinitiative mit 82,9 Prozent abgelehnt. Vaulion hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Vaulion (VD)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Vaulion avec 82,9 pour cent de non. Vaulion a rejeté l'initiative, tout comme son canton.","Vaulion (VD)","L'iniziativa per la resposanbilità ambientale è stata respinta a Vaulion, dove ha riscosso il 82,9 per cento di ""no"". Vaulion ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Vuiteboeuf VD","Nein zur Umweltverantwortungsinitiative in Vuiteboeuf: Mit 5'207 Nein- zu 4'497 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 53,7 Prozent. Vuiteboeuf hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Vuiteboeuf (VD)","L'initiative sur la responsabilité environnementale échoue à Vuiteboeuf avec 53,7 pour cent des suffrages. Vuiteboeuf a rejeté l'initiative, tout comme son canton.","Vuiteboeuf (VD)","Gli elettori di Vuiteboeuf si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 53,7 per cento di voti contrari. Vuiteboeuf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Corcelles-le-Jorat VD","85,4 Prozent der Stimmbürgerinnen und Stimmbürger von Corcelles-le-Jorat sagen Nein zur Umweltverantwortungsinitiative. Corcelles-le-Jorat hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Corcelles-le-Jorat (VD)","Les habitants de Corcelles-le-Jorat s'opposent à l'initiative sur la responsabilité environnementale avec 85,4 pour cent de non. Corcelles-le-Jorat a rejeté l'initiative, tout comme son canton.","Corcelles-le-Jorat (VD)","Gli abitanti di Corcelles-le-Jorat hanno respinto l'iniziativa per la resposanbilità ambientale con il 85,4 per cento di ""no"". Corcelles-le-Jorat ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Maracon VD","Nein zur Umweltverantwortungsinitiative in Maracon: Mit 9'141 Nein- zu 6'798 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 57,3 Prozent. Maracon hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Maracon (VD)","L'initiative sur la responsabilité environnementale échoue à Maracon avec 57,3 pour cent des suffrages. Maracon a rejeté l'initiative, tout comme son canton.","Maracon (VD)","Gli elettori di Maracon si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 57,3 per cento di voti contrari. Maracon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Montpreveyres VD","In Montpreveyres hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 82 Prozent der abgegebenen Stimmzettel stand ein Nein. Montpreveyres hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Montpreveyres (VD)","Les habitants de Montpreveyres rejettent l'initiative sur la responsabilité environnementale avec 82 pour cent de non. Montpreveyres a rejeté l'initiative, tout comme son canton.","Montpreveyres (VD)","I cittadini di Montpreveyres hanno respinto l'iniziativa per la resposanbilità ambientale con il 82 per cento di voti contrari. Montpreveyres ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ropraz VD","In Ropraz hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 62,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Ropraz hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Ropraz (VD)","Les habitants de Ropraz rejettent l'initiative sur la responsabilité environnementale avec 62,3 pour cent de non. Ropraz a rejeté l'initiative, tout comme son canton.","Ropraz (VD)","I cittadini di Ropraz hanno respinto l'iniziativa per la resposanbilità ambientale con il 62,3 per cento di voti contrari. Ropraz ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Servion VD","88,7 Prozent der Stimmbürgerinnen und Stimmbürger von Servion sagen Nein zur Umweltverantwortungsinitiative. Servion hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Servion (VD)","Les habitants de Servion s'opposent à l'initiative sur la responsabilité environnementale avec 88,7 pour cent de non. Servion a rejeté l'initiative, tout comme son canton.","Servion (VD)","Gli abitanti di Servion hanno respinto l'iniziativa per la resposanbilità ambientale con il 88,7 per cento di ""no"". Servion ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Vulliens VD","In Vulliens hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 58,8 Prozent angenommen. Vulliens hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Vulliens (VD)","À Vulliens, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 58,8 pour cent des suffrages. Vulliens a approuvé l'initiative, contrairement à son canton.","Vulliens (VD)","A Vulliens gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 58,8 per cento di ""sì"". Vulliens ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Jorat-Menthue VD","67,2 Prozent der Stimmbürgerinnen und Stimmbürger von Jorat-Menthue haben die Umweltverantwortungsinitiative angenommen. Jorat-Menthue hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Jorat-Menthue (VD)","Les électeurs de Jorat-Menthue valident l'initiative sur la responsabilité environnementale avec 67,2 pour cent des voix. Jorat-Menthue a approuvé l'initiative, contrairement à son canton.","Jorat-Menthue (VD)","Gli elettori di Jorat-Menthue si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 67,2 per cento di ""sì"". Jorat-Menthue ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Oron VD","95,5 Prozent der Stimmbürgerinnen und Stimmbürger von Oron sagen Nein zur Umweltverantwortungsinitiative. Oron hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Oron (VD)","Les habitants d'Oron s'opposent à l'initiative sur la responsabilité environnementale avec 95,5 pour cent de non. Oron a rejeté l'initiative, tout comme son canton.","Oron (VD)","Gli abitanti di Oron hanno respinto l'iniziativa per la resposanbilità ambientale con il 95,5 per cento di ""no"". Oron ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Jorat-Mézières VD","Keine Mehrheit für die Umweltverantwortungsinitiative in Jorat-Mézières: Mit 7'326 Nein-Stimmen zu 6'052 Ja-Stimmen oder 54,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Jorat-Mézières hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Jorat-Mézières (VD)","C'est non à 54,8 pour cent à l'initiative sur la responsabilité environnementale à Jorat-Mézières. Jorat-Mézières a rejeté l'initiative, tout comme son canton.","Jorat-Mézières (VD)","Il 54,8 per cento degli elettori di Jorat-Mézières ha respinto l'iniziativa per la resposanbilità ambientale. Jorat-Mézières ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Champtauroz VD","In Champtauroz hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 52,9 Prozent angenommen. Champtauroz hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Champtauroz (VD)","À Champtauroz, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 52,9 pour cent des suffrages. Champtauroz a approuvé l'initiative, contrairement à son canton.","Champtauroz (VD)","A Champtauroz gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 52,9 per cento di ""sì"". Champtauroz ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Chevroux VD","69,8 Prozent der Abstimmenden in der Gemeinde Chevroux haben Ja gesagt zur Umweltverantwortungsinitiative. Chevroux hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Chevroux (VD)","C'est oui à 69,8 pour cent à l'initiative sur la responsabilité environnementale à Chevroux. Chevroux a approuvé l'initiative, contrairement à son canton.","Chevroux (VD)","Il 69,8 per cento degli elettori di Chevroux ha accolto l'iniziativa per la resposanbilità ambientale. Chevroux ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Corcelles-près-Payerne VD","Keine Mehrheit für die Umweltverantwortungsinitiative in Corcelles-près-Payerne: Mit 9'578 Nein-Stimmen zu 8'787 Ja-Stimmen oder 52,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Corcelles-près-Payerne hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Corcelles-près-Payerne (VD)","C'est non à 52,2 pour cent à l'initiative sur la responsabilité environnementale à Corcelles-près-Payerne. Corcelles-près-Payerne a rejeté l'initiative, tout comme son canton.","Corcelles-près-Payerne (VD)","Il 52,2 per cento degli elettori di Corcelles-près-Payerne ha respinto l'iniziativa per la resposanbilità ambientale. Corcelles-près-Payerne ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Grandcour VD","Ja zur Umweltverantwortungsinitiative in Grandcour. Die Gemeinde hat das Volksbegehren mit 53,6 Prozent der Stimmen angenommen. Grandcour hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Grandcour (VD)","L'initiative sur la responsabilité environnementale passe la rampe à Grandcour avec 53,6 pour cent de oui. Grandcour a approuvé l'initiative, contrairement à son canton.","Grandcour (VD)","L'iniziativa per la resposanbilità ambientale è stata accolta a Grandcour, dove ha riscosso il 53,6 per cento di voti a favore. Grandcour ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Henniez VD","In Henniez hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 86,6 Prozent angenommen. Henniez hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Henniez (VD)","À Henniez, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 86,6 pour cent des suffrages. Henniez a approuvé l'initiative, contrairement à son canton.","Henniez (VD)","A Henniez gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 86,6 per cento di ""sì"". Henniez ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Missy VD","89,7 Prozent der Stimmbürgerinnen und Stimmbürger von Missy haben die Umweltverantwortungsinitiative angenommen. Missy hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Missy (VD)","Les électeurs de Missy valident l'initiative sur la responsabilité environnementale avec 89,7 pour cent des voix. Missy a approuvé l'initiative, contrairement à son canton.","Missy (VD)","Gli elettori di Missy si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 89,7 per cento di ""sì"". Missy ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Payerne VD","In Payerne hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 51,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Payerne hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Payerne (VD)","Les habitants de Payerne rejettent l'initiative sur la responsabilité environnementale avec 51,3 pour cent de non. Payerne a rejeté l'initiative, tout comme son canton.","Payerne (VD)","I cittadini di Payerne hanno respinto l'iniziativa per la resposanbilità ambientale con il 51,3 per cento di voti contrari. Payerne ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Trey VD","Nein zur Umweltverantwortungsinitiative in Trey. Die Gemeinde hat die Vorlage mit 97,6 Prozent abgelehnt. Trey hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Trey (VD)","À Trey, les habitants disent non à 97,6 pour cent à l'initiative sur la responsabilité environnementale. Trey a rejeté l'initiative, tout comme son canton.","Trey (VD)","Nel comune di Trey, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 97,6 per cento di voti contrari. Trey ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Treytorrens (Payerne) VD","Die Gemeinde Treytorrens (Payerne) hat die Umweltverantwortungsinitiative mit 53,2 Prozent Ja-Stimmen angenommen. Treytorrens (Payerne) hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Treytorrens (Payerne) (VD)","Les habitants de Treytorrens (Payerne) acceptent l'initiative sur la responsabilité environnementale avec 53,2 pour cent de oui. Treytorrens (Payerne) a approuvé l'initiative, contrairement à son canton.","Treytorrens (Payerne) (VD)","I cittadini di Treytorrens (Payerne) hanno accolto l'iniziativa per la resposanbilità ambientale con il 53,2 per cento di voti a favore. Treytorrens (Payerne) ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Villarzel VD","Die Gemeinde Villarzel hat die Umweltverantwortungsinitiative mit 59,7 Prozent Ja-Stimmen angenommen. Villarzel hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Villarzel (VD)","Les habitants de Villarzel acceptent l'initiative sur la responsabilité environnementale avec 59,7 pour cent de oui. Villarzel a approuvé l'initiative, contrairement à son canton.","Villarzel (VD)","I cittadini di Villarzel hanno accolto l'iniziativa per la resposanbilità ambientale con il 59,7 per cento di voti a favore. Villarzel ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Valbroye VD","66,6 Prozent der Stimmbürgerinnen und Stimmbürger von Valbroye sagen Nein zur Umweltverantwortungsinitiative. Valbroye hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Valbroye (VD)","Les habitants de Valbroye s'opposent à l'initiative sur la responsabilité environnementale avec 66,6 pour cent de non. Valbroye a rejeté l'initiative, tout comme son canton.","Valbroye (VD)","Gli abitanti di Valbroye hanno respinto l'iniziativa per la resposanbilità ambientale con il 66,6 per cento di ""no"". Valbroye ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Château-d'Oex VD","In Château-d'Oex hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 89,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Château-d'Oex hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Château-d'Oex (VD)","Les habitants de Château-d'Oex rejettent l'initiative sur la responsabilité environnementale avec 89,5 pour cent de non. Château-d'Oex a rejeté l'initiative, tout comme son canton.","Château-d'Oex (VD)","I cittadini di Château-d'Oex hanno respinto l'iniziativa per la resposanbilità ambientale con il 89,5 per cento di voti contrari. Château-d'Oex ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Rossinière VD","74,9 Prozent der Stimmbürgerinnen und Stimmbürger von Rossinière sagen Nein zur Umweltverantwortungsinitiative. Rossinière hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Rossinière (VD)","Les habitants de Rossinière s'opposent à l'initiative sur la responsabilité environnementale avec 74,9 pour cent de non. Rossinière a rejeté l'initiative, tout comme son canton.","Rossinière (VD)","Gli abitanti di Rossinière hanno respinto l'iniziativa per la resposanbilità ambientale con il 74,9 per cento di ""no"". Rossinière ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Rougemont VD","Nein zur Umweltverantwortungsinitiative in Rougemont. Die Gemeinde hat die Vorlage mit 95 Prozent abgelehnt. Rougemont hat damit gleich wie der Kanton Waadt Nein gesagt zu dieser Vorlage.","Rougemont (VD)","À Rougemont, les habitants disent non à 95 pour cent à l'initiative sur la responsabilité environnementale. Rougemont a rejeté l'initiative, tout comme son canton.","Rougemont (VD)","Nel comune di Rougemont, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 95 per cento di voti contrari. Rougemont ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Allaman VD","51,7 Prozent der Abstimmenden in der Gemeinde Allaman haben Ja gesagt zur Umweltverantwortungsinitiative. Allaman hat damit anders abgestimmt als der Kanton Waadt, der die Vorlage abgelehnt hat.","Allaman (VD)","C'est oui à 51,7 pour cent à l'initiative sur la responsabilité environnementale à Allaman. Allaman a approuvé l'initiative, contrairement à son canton.","Allaman (VD)","Il 51,7 per cento degli elettori di Allaman ha accolto l'iniziativa per la resposanbilità ambientale. Allaman ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
